datetime,cap_weighted_index,BTC,ponderated_index,MV,LV,HV,LB,HB,LB_EW,HB_EW,LB_BTC,HB_BTC
2017-10-28 00:00:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2017-10-29 00:00:00+00:00,105.22825855105924,106.96599566493833,102.51180751299806,101.58584709729294,104.20564070208246,101.38392656086354,101.20161776743288,102.5984083747409,101.20161776743288,102.5984083747409,100.38309497026951,103.39781802405592
2017-10-30 00:00:00+00:00,105.27204420652352,106.56064827770813,103.75758100409733,103.633208953331,103.69881289457474,101.99253561096656,101.00434096701956,104.85134671355621,101.00434096701956,104.85134671355621,101.55829608435793,105.22895547724475
2017-10-31 00:00:00+00:00,108.42513030862115,112.43349226241894,103.153475359479,108.66446875805227,103.9208526057482,101.0382390898838,102.04828489523187,103.67625298412118,102.04828489523187,103.67625298412118,102.95865321919295,103.5943218491814
2017-11-01 00:00:00+00:00,109.6976821410441,117.62913495182588,99.50863048698639,111.39515874058652,100.96974663793108,101.64371841783277,105.03449283047097,101.20081075300891,105.03449283047097,101.20081075300891,103.94427202944993,96.9834419413367
2017-11-02 00:00:00+00:00,112.71670238833127,123.0382281521756,95.64100453675752,111.51555501259713,97.8371884900794,94.08593722080198,94.344802492822,100.07451076717133,94.344802492822,100.07451076717133,95.53296120369521,97.37718824854983
2017-11-03 00:00:00+00:00,116.24955146826659,125.28502074537336,99.18166150553405,110.54698075966276,104.37962528622222,100.88736770914525,100.15996198785385,100.5599144884701,100.15996198785385,100.5599144884701,100.65663398182159,99.89650672237178
2017-11-04 00:00:00+00:00,117.30257114038143,128.27802102869936,102.42716591123944,116.84024861752115,104.38716042768044,110.92463282055765,106.3198445855775,100.49871735291411,106.3198445855775,100.49871735291411,104.26241978273501,100.59468073366857
2017-11-05 00:00:00+00:00,117.30454753344128,128.7553297445373,104.91311714465843,115.11254648404037,104.09797328511286,120.1528795303161,116.35265824686518,101.27957241341564,116.35265824686518,101.27957241341564,114.6250027769531,100.72831281602465
2017-11-06 00:00:00+00:00,114.26287835067517,122.06935751048569,104.28844773871046,111.92033508515209,106.02171541228924,116.64554958470814,113.82092390339575,101.42217857754265,113.82092390339575,101.42217857754265,113.27154307798133,100.45976947298473
2017-11-07 00:00:00+00:00,115.8960697584734,124.18335190306429,110.36934945443595,117.85308191268962,109.0027806384798,135.78155188594167,131.94655702780375,103.9567184723641,131.94655702780375,103.9567184723641,130.28748029615213,102.61968668051344
