datetime,cap_weighted_index,BTC,ponderated_index,MV,LV,HV,LB,HB,LB_EW,HB_EW,LB_BTC,HB_BTC
2014-10-04 00:00:00+00:00,66.37397141481308,64.33807490125267,95.43083097876585,81.25213133166679,98.37750200922098,90.86484649055664,115.97538378094801,76.63258742097582,96.4065570214508,92.99095736094277,112.69329411176996,78.77092319079212
2014-10-05 00:00:00+00:00,64.64841911242279,62.703339313278015,96.56892944041554,80.51794794520724,97.25980534169099,94.06447958057964,122.62270918310915,74.06808598859719,95.26151935745266,96.31342889607973,119.15250098981997,76.13486257805494
2014-10-06 00:00:00+00:00,66.67532577224958,64.57538153938252,104.15704373160493,87.11527482912349,106.55766571274079,99.85472989681199,123.16068587298365,85.3832535170352,98.84988080766566,107.82151911640905,123.129426328724,85.55865278383143
2014-10-07 00:00:00+00:00,67.85997553913373,65.7703270840629,104.38109255159543,88.40914569391808,109.13186743366867,97.87204504995525,123.77638153426646,85.32374222574303,99.90885205273165,107.13029810035589,123.26631703912953,85.83161671569195
2014-10-08 00:00:00+00:00,71.02880815700149,69.04781934176263,108.76607677806105,91.09828340432904,108.8652992176313,106.33419619081221,131.58080012776554,87.11265503523263,105.4375313942196,110.20295717668999,130.75771976022045,87.8267399633228
2014-10-09 00:00:00+00:00,73.37514335051243,71.41227773289016,114.13615685277946,94.00037815520412,114.81386722920072,111.02395445180741,131.8944070748352,95.50701483119933,107.14030787036151,119.30526648290657,132.1648796013452,95.55408031400955
2014-10-10 00:00:00+00:00,72.59702745985398,70.73459414304524,109.6250689517954,92.55968377495665,109.85905134237007,107.0390518400155,126.44685042288324,91.90209551842332,103.08210239328368,114.39346910332233,126.07256203156385,92.40546449534686
2014-10-11 00:00:00+00:00,72.69335114641315,70.87877797841351,110.93431203684192,92.08650783147444,109.0984509278034,110.33684520738053,127.0144750259293,93.6847017752273,103.27890868867718,116.90745031641367,127.0007423556973,93.93233201659616
2014-10-12 00:00:00+00:00,75.85379968961499,74.05786525756477,111.77941674849082,94.1245500342629,112.94667696289605,108.12604367396968,127.82691577496723,94.51284514090621,104.0786422285749,117.78340197230068,127.68950317422822,94.85407557951518
2014-10-13 00:00:00+00:00,78.08831271056393,76.37908806169582,120.46604481754666,97.18122998114266,115.4310724798357,122.55311625753743,137.06946645043806,102.36868346573087,109.65766088913502,129.7761774004328,136.92211820415773,102.73827672796692
2014-10-14 00:00:00+00:00,80.18428803878851,78.42465954420693,120.0355590288126,100.00088856904516,119.78430959598371,117.0553985348428,140.5553843236212,99.03363797987105,112.45035695924967,125.5436037672934,139.89213567701225,99.77547979091794
2014-10-15 00:00:00+00:00,78.96868916552393,77.23186599706939,118.51230889531845,98.21951520376142,116.41438680026795,117.37768432488139,137.19056473834556,98.89097760278118,108.87525242013383,126.34868410819892,136.8340838864063,99.4242788700227
2014-10-16 00:00:00+00:00,76.62054970115867,74.84177927156841,112.66686201492315,95.4698751198391,111.66305890223953,110.58936181974926,128.52724273294209,95.38044723439101,104.57218151915345,118.87842720561372,128.2750627288218,95.83538802172185
2014-10-17 00:00:00+00:00,76.86767981146745,75.07693391215545,112.73431160004779,95.62381842661372,110.90733461808755,111.47023115212093,126.58878023658846,96.93318765482812,103.43933313580543,120.30859405310375,126.50711999002131,97.27097942411625
2014-10-18 00:00:00+00:00,78.41177196809834,76.58020201387843,116.02563921731361,98.19125921019597,115.01857486057301,113.84696928507555,132.11034003475854,98.36516168809543,107.19294547905749,122.96775324385673,131.85240942387443,98.84073868090162
2014-10-19 00:00:00+00:00,77.99938756611301,76.20927589195406,116.07818903587979,97.25871416897132,113.40480704538018,115.54742502135322,129.47842618863672,100.41390334154221,106.32823510688753,124.07110478551088,129.24059219299326,100.88817254932646
2014-10-20 00:00:00+00:00,76.70938063881337,74.89831811610223,112.46475270264482,97.66892291475168,109.83503867566722,111.99081093425998,128.33199293118184,95.05135708652682,102.43711358979459,120.8870323504088,127.69093289931392,95.816709587737
2014-10-21 00:00:00+00:00,77.46644131651398,75.60847730522954,111.44331824531477,99.24613674911139,111.94900906381353,107.80108889318268,125.54871253910976,95.38628002675583,101.82053132543074,119.41881143566906,124.68757032534654,96.329907394547
2014-10-22 00:00:00+00:00,76.83062231386837,74.95955222800218,113.5689134809555,99.38299943970655,110.97912557207765,112.84728797076544,132.79098402937151,93.52259509550058,105.72669607921368,119.39294866954253,131.8801668681105,94.44778559684113
2014-10-23 00:00:00+00:00,72.05131045103603,70.11931848194179,106.98097952151295,94.0528262282675,104.0694399712064,106.78114001839762,125.68080551122223,87.68001744329105,100.28623243173165,111.68509556896934,124.38840779268807,88.85560977020195
2014-10-24 00:00:00+00:00,72.04274314783594,70.10523267984343,106.01637122651026,95.03034760416979,106.51546434963718,102.34576762976046,123.67203838689676,87.50025752001322,99.95642725758296,110.03834031265593,122.63437890243954,88.50622573676038
2014-10-25 00:00:00+00:00,69.7601478432658,67.93875806265444,102.01491258774142,90.70073776678281,101.34196769862336,99.59090815874798,121.76784654409678,82.2423274969312,97.86380162055902,104.03550870158188,121.04096497947448,82.9750863826735
2014-10-26 00:00:00+00:00,71.12275602808198,69.39292149317329,103.23535194867549,90.22206881726838,101.34310395252797,101.97267186829045,122.03486390256315,84.02976956108733,98.47275556180588,105.87737642725507,121.20801627740383,84.8458894307768
2014-10-27 00:00:00+00:00,70.98754589920539,69.05740551263516,103.69223308720592,92.49210488747323,103.74383788983951,100.45960996559302,120.54308661402821,85.8007341760729,98.6894404219789,106.58154553826249,119.71992996157135,86.63854574672506
2014-10-28 00:00:00+00:00,71.83930753510424,69.9630052058777,102.70839513642984,91.53752936862233,102.90818245400553,99.36247771440286,118.67439367465873,85.50267663279362,97.03075669619497,106.35036886706129,117.84282219039004,86.35290210483413
2014-10-29 00:00:00+00:00,67.55439734133417,65.65372794447066,96.35339632443502,87.28167297389128,97.23468821657144,92.54454576552286,112.33309899290221,79.49064279895404,91.94192956612874,98.76728179573817,111.90681773437115,80.01665756842684
2014-10-30 00:00:00+00:00,69.45401449598934,67.55413741091222,97.50004522812847,87.43538366965502,96.62677924990504,95.3257757986901,111.94308475287566,81.65857891910181,91.18201071411991,101.93436404039372,111.55535472165113,82.17243261139606
2014-10-31 00:00:00+00:00,68.12280454765009,66.18781460736807,97.23414325765161,86.54949725891598,96.4196234082751,95.01019783753294,109.3879343395193,83.0770737974865,90.53203332784925,102.10499750073478,109.35963133645947,83.34161632410675
2014-11-01 00:00:00+00:00,65.58435734932071,63.72827705207642,94.7167456610031,84.22967445226203,93.96147259740324,92.5127772879829,107.45370342435885,80.24432753054855,87.82794940069675,99.8677434836703,107.29798025804298,80.59733645584873
2014-11-02 00:00:00+00:00,65.62576519340664,63.75625302013294,96.07290665758778,85.57165126506123,94.88232002128552,94.25533630965458,108.31696430796731,81.89754895989356,87.79393954420806,102.76624223065345,108.1988830995235,82.22861604991245
2014-11-03 00:00:00+00:00,66.01501670315334,64.08140028523752,96.55725112581499,86.87148273296701,95.4354924323238,94.65618191265493,107.22936615613416,83.54563370506852,88.42637934212648,103.06212354640448,107.03604395962492,83.94144554867147
2014-11-04 00:00:00+00:00,66.58055659560598,64.65617926530805,99.07965017959467,88.24408073848124,98.37496034701219,96.68619071634738,109.92265917003277,85.81219186089378,89.05811255651615,107.7104863169065,109.66945808248039,86.26189304632128
2014-11-05 00:00:00+00:00,68.34138885425335,66.41573071076567,102.97489445365878,90.00642138898952,100.79433575263734,101.91064222649145,111.77532187000514,91.11318035357428,89.89528455650918,115.16709523181477,111.3815021386929,91.69791021690146
2014-11-06 00:00:00+00:00,70.22565325822072,68.33374742983023,104.17636092516855,91.43115464079781,103.47505445439413,101.57833279515837,113.75615790549706,91.62464850337867,90.77632456891584,116.72581243747642,113.04809405419928,92.46562521495989
2014-11-07 00:00:00+00:00,68.87752695077182,66.98874896557395,106.22564688132023,91.55816770855803,102.70908990274879,106.32661569517852,112.09092110316674,96.57066439044311,89.72751226142962,122.66674049563491,111.33016645091476,97.50861352564665
2014-11-08 00:00:00+00:00,69.52184674079018,67.58993882457895,108.68586627671523,91.02063580305338,101.98028841739111,112.00620209083483,111.13349590763993,101.86873715896125,87.94750746003128,130.78219077758976,110.27585228260467,102.94869573794658
2014-11-09 00:00:00+00:00,72.96790289045781,71.06756685376004,114.507712539112,94.79372601571957,106.20162497616614,119.36926181881229,117.23207185377625,107.19193776355718,92.71925806287817,137.69727467568916,116.32736406739808,108.3283301054508
2014-11-10 00:00:00+00:00,73.66283120413918,71.78359512709503,115.47321245456116,94.94939158990383,104.68243269966263,123.08979694209393,119.2814062408265,107.12574533224786,94.93827881653053,136.72386605300076,118.36088325347525,108.26143593692501
2014-11-11 00:00:00+00:00,73.79751013734331,71.93443059123197,114.1220356164244,94.38135668165731,103.17030523538617,121.98721672059634,119.334378131635,104.57116900226728,94.81971632859928,133.69494135943387,118.41344634760111,105.67977733715117
2014-11-12 00:00:00+00:00,84.8088749309814,82.8638392027436,124.56195927900184,103.67999675661295,113.827032214797,131.7057087633538,122.18748413329928,121.20344328908688,103.85687944320922,145.41354303334967,121.47908193525596,122.279052774499
2014-11-13 00:00:00+00:00,84.22653729269011,82.31097147038169,123.79636589658641,101.44254569712787,113.29278004077572,130.70487347616958,120.80234185832634,121.08752830848897,103.0903396811284,144.69929503491807,120.88144040395593,121.37750595434123
2014-11-14 00:00:00+00:00,79.88912608192376,77.82757804414727,118.25774429834735,99.45243107826192,108.03225867460978,125.07847687436877,117.65030611080559,113.41214765875274,99.23769498042273,137.15930255016502,117.72734077721259,113.68374447841319
2014-11-15 00:00:00+00:00,75.63843897715518,73.58520834270759,111.70871278897654,95.92625161129043,103.50297307359142,116.46891254785731,111.97721872976902,106.31949992800924,94.48075736507195,128.54243100772194,111.9639571698767,106.6577192282142
2014-11-16 00:00:00+00:00,77.96953079861918,75.88373735456899,113.72648656187023,98.3889868495401,105.45672919695119,118.47791984889258,113.31653934648192,108.88870816046384,96.53643024851864,130.38933465574897,113.33603459451811,109.20374503750435
2014-11-17 00:00:00+00:00,77.92002238575856,75.79100582408792,112.03788028951718,99.98750613334757,104.59964173842585,115.92252481619605,116.03013574409138,103.04759497195877,99.52841057024791,122.4761107573046,116.13050542086727,103.26825646276569
2014-11-18 00:00:00+00:00,75.55467445638993,73.40228855156873,109.37676572098043,98.1566201224285,100.05468028002893,115.45271247455207,113.39783247794773,100.49021534496131,96.00264494542135,120.99670700213036,113.49592513051516,100.70540057791663
2014-11-19 00:00:00+00:00,76.70197138445202,74.45031135491723,111.84023888147681,101.4551999906971,102.53749367189275,117.78844483415514,116.39608681688823,102.35988616358172,97.78234096699568,124.20404532419688,116.49677305272574,102.57907502563934
2014-11-20 00:00:00+00:00,72.48278546167353,70.00643642901441,108.36416758345678,100.91147723269091,99.83471894161305,113.5713265064978,114.60498686371021,97.57216655425742,93.79804015887314,121.54424777070685,114.70412374237236,97.78110320861583
2014-11-21 00:00:00+00:00,71.39392529503144,68.63854853634822,105.48391748947405,103.10162661427171,99.51744158215028,107.89495308674863,112.07827476391354,94.5365424411414,94.06974099055095,114.73103931900506,112.17522595801077,94.73897874638917
2014-11-22 00:00:00+00:00,72.26816610613729,69.04390661895755,105.99199004714774,110.19627660133709,99.8782619765281,108.54312939334807,114.22111850300458,93.6397692155613,96.32791470825516,113.0821089019416,114.31992332359371,93.84028521090838
2014-11-23 00:00:00+00:00,75.573060779563,71.91056298212082,112.0716456991751,119.88077904739352,106.8791087624591,113.38690498382893,121.12883678044521,98.71901837254822,102.04806615991518,119.33974236730663,121.23361699222315,98.9304108438719
2014-11-24 00:00:00+00:00,77.32052131384904,73.73545689842376,110.81470273862281,118.43969953651252,107.9753379401792,109.68053857490558,122.04240905821644,95.76009206162931,103.42810525720658,115.04894358893382,122.11510468214696,95.99197532865215
2014-11-25 00:00:00+00:00,77.5580077053957,73.43163397260703,107.57649700083182,123.41484021001739,108.87709980335664,102.35440881117408,121.81708585324809,90.34032536800756,104.33361781018394,107.31781484912872,121.88964726144901,90.55908465843048
2014-11-26 00:00:00+00:00,76.84293038709143,72.06648498590442,110.3870250738124,130.35933017446166,108.43992907581865,108.11358228424174,125.1349738406023,92.60019521057544,106.3314086554725,110.87042185264701,125.20951157768134,92.82442678063867
2014-11-27 00:00:00+00:00,78.79869629649446,72.32081196823653,111.67479075352385,143.61518453318575,112.9059081738248,106.18353119715782,128.34763523178333,92.38334976476479,107.8280526679925,111.89669986397841,128.4240866186019,92.60705624311886
2014-11-28 00:00:00+00:00,80.50282806960473,73.64663809074779,111.18324646113109,143.63171990599034,113.55849468310073,104.6350511832706,128.3875317178635,91.54136930221433,107.5068493767742,111.24498095215598,128.46400686937153,91.7630369230838
2014-11-29 00:00:00+00:00,79.86215237659025,73.45960994066357,121.65554497926092,151.1607619766169,113.11569858484971,124.7541063699368,151.8483894754167,92.05806257205799,108.36960048377196,131.30845756134326,151.93883929118925,92.28098136678163
2014-11-30 00:00:00+00:00,79.40059595603677,73.95965591515652,121.89702032053916,142.20091238898235,111.76379767584615,126.74035498462585,148.28152353083078,94.5859284864922,106.22804496551441,134.42459236143287,148.36984871183648,94.81496851391535
2014-12-01 00:00:00+00:00,80.27549969167853,74.19402801118255,122.56711902420379,148.62707261776626,114.26188628096159,125.30096532274567,151.06983009758164,93.84724689023936,107.32058846918562,134.51998239834492,151.15981615767967,94.07449819860283
2014-12-02 00:00:00+00:00,80.99572958611154,74.59899482151137,124.63957394474352,154.98141569719849,115.58705324910466,128.08513281676704,155.7110908823543,94.1376901431695,113.2804942780374,131.59871994460656,155.80384154986365,94.36564476048895
2014-12-03 00:00:00+00:00,79.88364430385349,73.36550895720069,124.40255598250359,160.2673138219259,119.90995441497272,122.80766912246415,156.95158599187764,93.02969898741634,114.40987082105296,129.78621221800358,157.04507557110352,93.25497060179066
2014-12-04 00:00:00+00:00,78.90825965614154,72.30789998297965,124.9659693982027,161.89828610228275,120.74477667184307,123.06505324850076,162.75666829510448,90.4315148884061,113.8386445835501,131.60980102911256,162.85361572216587,90.6504949944471
2014-12-05 00:00:00+00:00,80.54085112447378,73.72626199983175,127.4261453231687,166.50865848887298,122.66013530398756,125.95839443507934,165.932850439012,92.22736011600261,120.14701155044905,129.49858864629576,166.0316897866316,92.45068886508977
