datetime,cap_weighted_index,BTC,ponderated_index,MV,LV,HV,LB,HB,LB_EW,HB_EW,LB_BTC,HB_BTC
2017-10-28 00:00:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2017-10-29 00:00:00+00:00,105.23919416235543,106.96599566493833,102.51180751299806,101.58584709729294,104.20564070208246,101.38392656086354,106.3473674931304,102.26915461628674,106.3473674931304,102.26915461628674,105.35865755682727,102.7875777459536
2017-10-30 00:00:00+00:00,105.2639070889621,106.56064827770813,103.75758100409733,103.633208953331,103.69881289457474,101.99253561096656,105.15606479102355,105.19839750464888,105.15606479102355,105.19839750464888,105.24895189302958,104.42881342873133
2017-10-31 00:00:00+00:00,108.39371387995524,112.43349226241894,103.153475359479,108.66446875805227,103.9208526057482,101.0382390898838,105.58707758985287,103.70411796848325,105.58707758985287,103.70411796848325,106.56083546947156,102.55802252986959
2017-11-01 00:00:00+00:00,109.66076740809933,117.62913495182588,99.50863048698639,111.39515874058652,100.96974663793108,101.64371841783277,107.98605698698798,100.65310557439253,107.98605698698798,100.65310557439253,107.43769857013991,96.08487908588437
2017-11-02 00:00:00+00:00,112.6725911669731,123.0382281521756,95.64100453675752,111.51555501259713,97.8371884900794,94.08593722080198,97.07607673977056,99.17772159944397,97.07607673977056,99.17772159944397,98.74389490427234,95.90473909307181
2017-11-03 00:00:00+00:00,116.06458531746074,125.28502074537336,99.18166150553405,110.54698075966276,104.37962528622222,100.88736770914525,100.86294920620776,101.16714065066029,100.86294920620776,101.16714065066029,103.7818132382798,99.09292742045265
2017-11-04 00:00:00+00:00,117.3242985392823,128.27802102869936,102.42716591123944,116.20172558663808,104.60700558044778,110.88590959946546,107.58804527728323,101.08599939622556,107.58804527728323,101.08599939622556,107.54620338296166,100.82397342112847
2017-11-05 00:00:00+00:00,117.37271791240084,128.7553297445373,104.91311714465843,114.71500853018529,104.28830066535635,121.37275852928336,117.19544833002966,101.65629281741835,117.19544833002966,101.65629281741835,118.45401623978627,101.10786649953656
2017-11-06 00:00:00+00:00,113.95150847533309,122.06935751048569,104.28844773871046,112.0979250908618,105.73763028104943,117.37056772320568,115.08276977474337,101.91499709328112,115.08276977474337,101.91499709328112,117.01162460714833,100.57013585261699
2017-11-07 00:00:00+00:00,115.59871040124467,124.18335190306429,110.36934945443595,118.55114843408548,108.57835096945266,134.99842851766846,133.55472848330783,104.72613626516593,133.55472848330783,104.72613626516593,134.91147440715204,102.99242223507596
