datetime,cap_weighted_index,ponderated_index,MV,LV,HV,RP,LB,HB
2017-01-15 00:00:00+00:00,106.01980392313084,117.1982232575614,114.79052241517194,112.16468314301568,122.52788949527023,115.73523829198702,116.95237421589069,116.88586432500993
2017-01-16 00:00:00+00:00,107.06343772768987,118.34642017401626,114.66145047231898,112.04618087216261,126.28998476003619,116.29124434806222,117.54998472873666,117.63695839051165
2017-01-17 00:00:00+00:00,116.49330258241268,122.82066948509787,117.66568490595277,114.83725236585754,133.10528887519823,121.61300307120113,122.01769171698945,123.46204858025544
2017-01-18 00:00:00+00:00,113.91799131262736,121.77772931916633,116.70611354813332,114.31766492256034,131.03345935343714,120.35158671276476,120.54682475400149,121.30577906476367
2017-01-19 00:00:00+00:00,115.59573408619283,123.65944848444042,117.94839930847618,116.32413153661227,132.8093056547422,122.69979084818607,120.06330402019196,124.29158603588375
2017-01-20 00:00:00+00:00,115.14251933798087,121.31923590441782,115.84613786173594,115.48415677099793,129.52489249142386,120.75213820207715,116.75017244940122,123.43359045172416
2017-01-21 00:00:00+00:00,118.43666558872168,122.70497734996897,117.72167947961876,116.6752725393688,131.08940920612312,122.39506586095487,118.57078763815738,124.74486563531377
2017-01-22 00:00:00+00:00,118.64018080648574,122.56378859860048,116.70673427224408,115.92050561999856,131.71887092194464,122.37682700468238,118.36583704675867,124.43653399576516
2017-01-23 00:00:00+00:00,118.30368946245007,126.47605545765299,117.73735102747686,115.97191050914188,145.2434348859065,124.11982990074353,121.06991570169312,124.8616013673969
2017-01-24 00:00:00+00:00,114.75837883640008,121.95438631144373,115.01185335547224,113.89781618916513,137.18061563947984,120.11571886830161,114.9369598232374,121.87243383390982
2017-01-25 00:00:00+00:00,115.78057947220461,122.42281785867495,117.3648963560531,116.66469311999535,131.93638784375653,121.31376869047565,115.63462352358218,123.20820265876083
2017-01-26 00:00:00+00:00,117.82931652160815,131.88672703717475,121.04853272775632,118.68226698945075,155.80527427815497,128.41131097605017,120.02318147736814,128.69508544347096
2017-01-27 00:00:00+00:00,118.018858280869,130.10322510054982,120.66308491033662,117.88175687017531,147.55566300990318,127.66905836201737,120.96512330732338,128.03755932390646
2017-01-28 00:00:00+00:00,118.33168806436922,132.87521905051776,121.01023189378202,118.22561740885011,153.6835604883282,130.02744901585342,124.14866000176232,129.20484949468454
2017-01-29 00:00:00+00:00,118.09545413850442,135.86596381374102,123.34104171961432,122.0770980705184,156.98651662491275,133.36051216910658,125.33317075867305,130.48084346750366
2017-01-30 00:00:00+00:00,118.35731763187745,140.08243352423406,124.95207139292116,123.73127889171363,171.06278829939413,135.54452045438867,128.71114935769842,132.17031176222545
2017-01-31 00:00:00+00:00,124.213846519985,142.16716983804693,125.00016435930097,124.05298264018678,177.20493712665396,138.57308107776575,127.77617067106772,135.70115623697546
2017-02-01 00:00:00+00:00,126.44936837464189,141.6731819989828,126.97613858828008,125.44472667498283,168.0498355800272,139.6392265375893,128.29921346703063,137.44428073191253
2017-02-02 00:00:00+00:00,129.18927362668916,148.31925920306335,131.51637362865424,125.83859178927435,190.8415301629176,144.61368510996928,132.73968308646238,139.9388729117758
2017-02-03 00:00:00+00:00,131.4943627918567,148.94502085901505,131.19660959609521,128.699443195756,189.63986629794093,145.41512746142112,131.175945644166,142.5500897675661
2017-02-04 00:00:00+00:00,133.21744844572137,150.0596361668749,131.86031251294673,129.15374941884136,186.12597063681767,148.1243694198937,130.83243715215355,144.8881347704085
2017-02-05 00:00:00+00:00,131.30506987644733,148.91221078172921,132.0148332303731,130.55266505233962,181.25430342756175,146.5899791510272,133.5713812075262,142.57354077212622
2017-02-06 00:00:00+00:00,132.5815024888605,150.76399919767954,135.38518306238402,136.58187711454926,178.7895957375274,147.99591949100542,139.2725024125166,142.75848003051541
2017-02-07 00:00:00+00:00,135.31647066130287,150.77372599736287,135.5971359255342,136.64431734799197,179.42071286797915,148.5949909484091,135.12739184307654,144.11466021597
2017-02-08 00:00:00+00:00,135.48701451991874,150.22624756189296,135.68823667453495,135.57795600251814,177.77521696549044,148.59658164350446,135.3574055950277,143.99283254492235
2017-02-09 00:00:00+00:00,127.13100970880626,143.48580534292722,128.96113308400476,128.52774785260877,170.96694563057156,141.95167561969916,127.70899746772496,137.26473305493437
2017-02-10 00:00:00+00:00,126.58749753806526,146.17339402776562,129.14015583792678,129.94812097037448,185.28752453914765,142.32978091894185,129.44283568544842,137.21288577544328
2017-02-11 00:00:00+00:00,128.56634694185405,147.41835357265657,131.2542106034474,132.99701099240923,178.2616493736875,144.27688821917084,131.94932573742602,139.5074482688174
2017-02-12 00:00:00+00:00,127.95233918101083,144.85311321758024,129.79929020437163,131.45153658193115,172.29151584817922,142.63903615409848,129.0633477786047,138.2917645844979
2017-02-13 00:00:00+00:00,126.79416233237706,140.9455605873444,126.26929112626739,128.64696546703402,167.53735785694005,139.528548399624,121.79765424142963,137.1243628092498
2017-02-14 00:00:00+00:00,129.83587293412995,145.46256370081113,129.1637447655679,133.22670027373397,173.46255314185603,144.69584870824852,122.20823787288985,141.66735055235975
2017-02-15 00:00:00+00:00,130.30853273105632,148.8507753225203,131.43398461486325,135.04412418216035,177.3536915323357,148.71450927562455,126.62739329782143,143.59898854045386
2017-02-16 00:00:00+00:00,132.49339804996077,148.4722467131858,130.38140081364403,133.93808119982825,178.73508228710926,147.77483685208804,122.76073429093046,144.49111235275876
2017-02-17 00:00:00+00:00,134.52338465461696,148.12281562817893,130.14999412467876,134.6260775350208,179.5585329053353,147.4054611397277,120.38487824774005,145.81776967168295
2017-02-18 00:00:00+00:00,135.47106916136894,143.7162901274568,126.05734377375673,132.78300220531142,169.20061231298578,144.65478502441152,114.46907214545409,144.95947921827224
2017-02-19 00:00:00+00:00,134.77672554024062,144.70541980840943,127.3557370189777,134.94302419963537,169.9520218454921,145.50319856407933,116.98269976659259,145.79369482088654
2017-02-20 00:00:00+00:00,138.14417733135738,142.7422643385093,126.80682638362694,132.6962630258393,167.68906210538688,143.53592198090413,115.11658638652997,145.86533617078484
2017-02-21 00:00:00+00:00,142.2565708732647,139.95909558268838,125.621797872997,132.1960820807794,161.44898873238827,141.44294179574834,110.29805554312777,147.63697955072277
2017-02-22 00:00:00+00:00,142.60361518084784,142.7830185271093,125.42001527870458,132.57995623586706,169.1613218272809,144.54603172338534,116.03587882355717,147.43725212837978
2017-02-23 00:00:00+00:00,148.82597801099396,147.70370425112787,128.79951968099124,139.3157364128354,174.60000698691732,149.51207883487197,117.1904884567746,153.98302955853595
2017-02-24 00:00:00+00:00,149.47549052059887,146.25588157404368,126.93501880228123,138.17849835223464,172.66816924628387,148.8097650934831,115.6336050741825,154.75646653313154
2017-02-25 00:00:00+00:00,146.38699775323963,145.46570885021384,125.26527269973981,137.42161268942428,172.8642492885353,147.99432652729476,115.5050865875582,152.61306988948564
2017-02-26 00:00:00+00:00,149.5615927462455,147.96532311750974,127.5794967665225,139.79254618319808,174.52125001810907,151.33410234462653,118.4410978202204,155.49439082480774
2017-02-27 00:00:00+00:00,151.80401035153866,148.2190084093665,127.72321452584924,139.8987458730184,175.0463200680025,151.5736895984062,117.19010398876681,157.4937346674237
2017-02-28 00:00:00+00:00,152.32156850585318,143.17913058008486,125.39289759230094,142.18600262122277,152.08012188650463,150.07550301928873,113.20540150620243,158.6379113137698
2017-03-01 00:00:00+00:00,158.8832404445365,154.4728295006183,126.30998709611933,144.22334261361306,192.3577759902468,159.1328697446559,115.27639481629689,166.7947440401301
2017-03-02 00:00:00+00:00,163.69307600052912,157.61064605828787,132.26551179689707,150.6966052775229,176.35043846633695,165.1379789418349,117.79133649918441,172.9126422983168
2017-03-03 00:00:00+00:00,167.1543862768443,167.24257770404893,133.79342137366788,152.329598572431,221.96941976858002,171.38032983816575,123.3372363427292,176.2239505172625
2017-03-04 00:00:00+00:00,164.15881622841655,161.9717073352979,133.02326376407115,155.64876232678932,189.77418197021137,168.83038520421434,123.86062977448627,171.65095552581295
2017-03-05 00:00:00+00:00,166.2472598704403,174.4506883165601,137.1066473277985,155.82439498040662,246.94150529993294,176.57446183648818,128.33121292767134,175.04362596023623
2017-03-06 00:00:00+00:00,167.30161164387536,176.13201716905607,138.4205683511827,159.2084204940805,247.52727914685528,179.02000455277525,130.12477570118756,177.48466059961208
2017-03-07 00:00:00+00:00,161.1433349487921,179.6312362867322,141.00254634500558,160.8887204598195,259.04921949365985,180.83207546984195,138.04545768045003,173.6362972878521
2017-03-08 00:00:00+00:00,150.83807015634804,162.19220252100723,130.6588246499666,152.39946623953105,202.47753747450696,165.99601678061097,125.67565536105214,164.10076016738654
2017-03-09 00:00:00+00:00,156.56914517019416,174.9709074304879,131.7900463308858,154.45803894485422,262.8379343470513,175.65114994984071,131.58735897245614,171.4955054887902
2017-03-10 00:00:00+00:00,149.48500047787664,167.18319196880503,126.97536900850355,149.93110830121933,228.67138397307144,171.51204243417976,126.3332061833189,166.09316580687073
2017-03-11 00:00:00+00:00,159.43512314876668,183.3176842560863,132.98736351171988,158.33759650845133,282.6589179518817,186.96362743963476,135.5610411098997,178.91061365355506
2017-03-12 00:00:00+00:00,166.645913664159,199.0305337701679,139.2399398032422,165.11616329538273,330.57110377797903,202.91652150721941,152.62196040762765,186.74596468599006
2017-03-13 00:00:00+00:00,172.10039364365,209.81694779787904,148.6781242533903,179.54942159596783,324.66943714814266,214.4445322114705,157.5009328438243,198.859989710195
2017-03-14 00:00:00+00:00,174.0084397791408,220.22689076168643,157.15455899253752,187.59248577927292,340.2494568027132,226.70480905572927,166.43787331471322,202.09257689130138
2017-03-15 00:00:00+00:00,180.69012183301584,236.3950293771742,164.64669210913632,203.05819710142674,371.1859093497317,244.25010665124844,178.9244451961522,211.70975945634675
2017-03-16 00:00:00+00:00,183.66876714875568,241.89539353895708,163.54927854601326,201.35572297715134,382.24443663958084,250.30596438291485,179.97034962457502,213.0315749202988
2017-03-17 00:00:00+00:00,174.27331523418096,236.6928168849265,162.75332456308996,195.84158474666472,363.05965373326643,245.5810287786814,176.9928207078043,204.48039334360368
2017-03-18 00:00:00+00:00,152.71235275243885,234.2721708389348,163.51487439400617,188.93151049967955,382.5898500049421,238.74444682359055,169.32700844931892,191.21540329546232
2017-03-19 00:00:00+00:00,169.2895918409999,255.3211807115708,177.25076533310227,203.51556231674226,400.518312840161,263.53937338650326,181.6880843765931,207.85914781814148
2017-03-20 00:00:00+00:00,170.04802042650863,260.3128659490558,184.75883337242738,217.97148375537364,395.1190054381427,266.20185848148077,191.37529619032648,210.00885224803346
2017-03-21 00:00:00+00:00,177.77517915907973,264.1429120244197,189.5908301391468,229.76053006256265,353.3042917424848,271.2285336519866,190.31239695004544,221.54110303591233
2017-03-22 00:00:00+00:00,169.42789439865643,292.97084307922,192.14634706170315,235.37814316324307,536.4512342076059,287.2279673314228,206.90958087946743,217.301614909993
2017-03-23 00:00:00+00:00,170.44325793343407,300.66537921271987,212.27642128770103,242.1856934579858,548.6875130357257,295.3534159077847,210.31399950156603,216.25987741444987
2017-03-24 00:00:00+00:00,166.52794420259173,285.9933257593077,209.54506381530624,233.63957989385565,471.34540060116547,284.6009284212216,197.15587072901644,214.40798695639663
2017-03-25 00:00:00+00:00,169.33537348102553,305.2589534075977,217.5522125131004,228.1957842927174,586.4768079349323,299.251002368252,221.13561637551996,218.48238083983009
2017-03-26 00:00:00+00:00,168.41090954191452,316.12509091636616,214.49348835167984,229.02470243867992,632.5542416716203,307.20110209573875,236.99155476248114,216.71156199227664
2017-03-27 00:00:00+00:00,177.42284546929562,311.4637627541031,214.39899146915008,232.95536662843332,614.1531737423887,303.666338735498,236.37749788288045,218.94525956183108
2017-03-28 00:00:00+00:00,180.11927792920594,390.05645317239123,223.3839731062212,242.92214101273353,1289.240563318907,343.1708966156221,276.61541519536263,226.76871058140975
2017-03-29 00:00:00+00:00,181.15982287009206,403.49725879936534,231.02142667016275,257.17605943968977,1303.0373694772331,354.0180506995075,295.1106745569924,229.96780580811577
2017-03-30 00:00:00+00:00,181.74964371581555,432.6327190848463,268.6240690870884,265.5517826863393,1409.8266411092186,379.89213025789456,310.2443995989957,242.82940690688966
2017-03-31 00:00:00+00:00,189.28428428338816,448.96994038183857,293.50698749743054,271.21549912448313,1451.0994671417966,391.5966269306536,318.55318441375147,248.18391008917567
2017-04-01 00:00:00+00:00,191.39272087106824,471.2967989570155,304.24447721982824,286.101747463182,1609.7509081134558,405.36405893816425,332.6812582939951,253.11275615674114
2017-04-02 00:00:00+00:00,222.58431780252042,532.9351360869541,398.47109085671565,307.45161874483136,1856.1203260545092,445.7823449824267,412.14840754107877,292.14651623801615
2017-04-03 00:00:00+00:00,221.28387559947757,519.7881553262531,403.67113961559164,319.0087096424266,1709.4313082452636,435.4513758744842,400.7428677572716,286.1537849436892
2017-04-04 00:00:00+00:00,222.19211248913112,515.1759836494315,399.0332909122216,315.57576720471104,1685.0622842565833,435.63604029101083,401.6429064561341,285.44015312498925
2017-04-05 00:00:00+00:00,222.69336807844576,528.5239193986442,412.2146098289777,318.4286015202627,1728.8910630439584,448.4539052278311,396.6914975448916,295.5177283898618
2017-04-06 00:00:00+00:00,227.78272855465605,513.9192836887316,397.06169802376763,308.2258881259108,1738.745968297912,434.9560646817032,383.4591977789293,292.6161355832323
2017-04-07 00:00:00+00:00,226.91346312003066,495.488807723586,383.6550110209998,300.5448423532208,1641.787352948104,421.76865711410653,384.96463475043885,283.17549798868737
2017-04-08 00:00:00+00:00,229.31553298808143,525.2730026763476,412.1738676522977,324.8014739076836,1670.9886066313952,444.7487418366287,422.08096774911075,292.40654040338245
2017-04-09 00:00:00+00:00,229.08471988657243,515.616047521317,400.93925782011485,313.80492646861165,1703.1567983429882,435.7204190986745,417.94300555369466,282.9800204809663
2017-04-10 00:00:00+00:00,229.11536799001902,523.326081381003,409.4956969680322,325.8886464553564,1692.637857480916,439.58637022118523,428.4296692637211,286.57881286685995
2017-04-11 00:00:00+00:00,231.31528282442451,545.7680194676858,421.81892429130653,331.006787559838,1854.752070790322,450.544767000002,479.9286578242893,286.42009921215526
2017-04-12 00:00:00+00:00,235.3042300484429,564.4552227834022,439.3134302449305,338.5661771206651,1881.0133913676448,470.5329598087286,475.494957259029,299.67306298188026
2017-04-13 00:00:00+00:00,234.4746136351275,565.9365034143416,443.13146345827744,346.09260833713927,1850.1808039769421,472.8697224560828,470.970265863117,301.64129210650754
2017-04-14 00:00:00+00:00,232.03114082297526,585.5699234308901,443.62282008319795,347.1793471816584,2106.2810709388104,480.6182957111769,471.6512527650704,302.60242077641107
2017-04-15 00:00:00+00:00,234.9642680372505,621.5767939390602,469.4059622031743,368.77216078285045,2260.8252224394364,505.21600413803264,484.55673401258883,312.31273533675915
2017-04-16 00:00:00+00:00,236.32352558309805,665.5856092292004,487.7098197248341,382.34384011646915,2703.708944155022,528.1304943556631,511.61920147846854,320.11445767798006
2017-04-17 00:00:00+00:00,237.78744787525886,673.83517004755,500.79067485969955,380.11030768606486,2714.0651587873167,532.7402491617981,532.233325732479,319.66243896906946
2017-04-18 00:00:00+00:00,242.26966651915376,683.19313501212,516.555393087088,403.7097809975844,2560.024385497981,541.3178747823603,543.8249411300287,328.48452364354034
2017-04-19 00:00:00+00:00,239.3461100785596,695.9002249055218,525.6351902007273,415.13896354308633,2619.626855191203,545.8416254523929,539.7435067598582,329.9337121237141
2017-04-20 00:00:00+00:00,242.96831814459705,684.716297663691,514.675454614363,396.7058200612195,2640.7112766798537,542.9211121343415,528.8300525182344,329.34443188954117
2017-04-21 00:00:00+00:00,242.77351049738704,695.4282121890677,531.2102585078903,406.7839375284625,2535.1618137856967,555.0730291331519,542.044311316571,335.08111832454205
2017-04-22 00:00:00+00:00,245.0043482579344,702.6257145227922,533.9827299585528,412.66005092836025,2580.1490895284796,561.9617766243136,535.6738701717667,341.4076054287121
2017-04-23 00:00:00+00:00,241.61623247849042,710.5816131547582,535.4399725722417,415.2327336217304,2650.0623459499157,567.0672051888904,523.9013141820548,346.35167800428934
2017-04-24 00:00:00+00:00,250.28789320030435,745.0487970694553,565.5618128419022,444.9111085185125,2705.6226997021463,594.9300723210062,544.6547953112018,361.80828793866596
2017-04-25 00:00:00+00:00,253.09186515705932,757.3959653793207,578.3707917866616,452.4082066387231,2708.5353784125027,606.6241915849884,555.2389013055347,369.49053036315865
2017-04-26 00:00:00+00:00,259.02643057998984,785.6916634986462,606.0895410806461,468.3909909256023,2769.3700649290927,629.60557807485,559.7029892165582,382.93082312088694
2017-04-27 00:00:00+00:00,273.81875652166127,807.3382727654714,630.1750000710563,497.40793936514126,2708.839754746887,651.6395620120751,580.9933153426729,402.8729091348557
2017-04-28 00:00:00+00:00,285.1534578406357,857.2652155170706,661.2715151446425,531.5574758659759,2890.098632751542,688.701774163868,634.2728341805451,418.0057343933806
2017-04-29 00:00:00+00:00,290.24910128434936,912.4665024119992,702.4927830775478,560.0785791836448,3056.064251829099,734.3358055142154,673.5834256701605,437.1057419990299
2017-04-30 00:00:00+00:00,303.4094885240444,949.5508646790205,732.0531844143145,585.9102547511617,3178.2616866262806,760.5299202581167,688.6574719263334,456.50096328523614
2017-05-01 00:00:00+00:00,313.1893815543112,932.7315817499017,715.2070536348172,566.2927421187358,3196.1803488662017,751.5830855614237,686.6466702987519,455.1978981640161
2017-05-02 00:00:00+00:00,317.9203126565368,918.840775870801,706.1211426891025,548.4409494374172,3175.2090355634978,743.2889278241217,676.8885844485029,450.4638348152116
2017-05-03 00:00:00+00:00,331.44023739085134,970.0301667191388,745.8086194776702,575.3700036614977,3335.2194495435624,791.0226997849848,708.5205597373086,478.80465553903014
2017-05-04 00:00:00+00:00,364.0033647440928,1073.8318737466811,819.3242333696846,619.1055525139544,3701.8265692041746,874.6087439549071,780.9468603583235,527.174283484016
2017-05-05 00:00:00+00:00,374.6288219731111,1219.8016818671163,922.9976432039516,673.7722510865542,4186.629149650749,972.4292689252463,868.1424645256325,585.6501480803299
2017-05-06 00:00:00+00:00,387.90928275227515,1428.1052269679155,1009.8148112299533,720.8326820815963,5191.693622775034,1097.5317852186017,1110.6580627116093,645.3417989856881
2017-05-07 00:00:00+00:00,415.66002568893066,1683.6258527239497,1066.1047101939807,758.606850705582,7383.145563787104,1258.62493112824,1431.7078655386788,680.9941511105691
2017-05-08 00:00:00+00:00,461.0915824733589,1906.083238772136,1183.6859199125497,791.723074727474,8590.353574928535,1396.7156496677767,1669.573937765038,756.3439288859522
2017-05-09 00:00:00+00:00,453.8689927742797,1709.1977581119056,1147.7841710636942,759.783882020801,7249.9882592296035,1279.0581160426598,1398.6361370879752,723.2677539576841
2017-05-10 00:00:00+00:00,468.02522882908414,1807.543158825024,1166.8078024084928,751.4447782097033,8445.167423931842,1333.2966464251588,1511.2454598377094,728.8683907440058
2017-05-11 00:00:00+00:00,476.3329014593037,1792.575933343132,1165.031392702955,747.8583174413529,8463.033035977714,1326.2352558694288,1512.6561279269363,727.575552018302
2017-05-12 00:00:00+00:00,467.1556910260489,1812.8975954979724,1122.9949949043548,734.2232258200629,8693.122288747712,1337.1191968072342,1580.1899594838926,710.476263753612
2017-05-13 00:00:00+00:00,485.29321887160233,1832.1352818685789,1157.722866703762,744.7964357690471,8619.871793071872,1359.6313399412202,1587.0946321252945,729.4928304837882
2017-05-14 00:00:00+00:00,488.563615762729,1941.03633036165,1168.6879748363765,802.2217032517182,9237.045923325491,1421.6948639075629,1628.3968023019813,762.7181204930002
2017-05-15 00:00:00+00:00,500.2990860003379,1923.819139339646,1128.6356412318567,764.7412970331535,9409.339824071494,1414.4811439170298,1714.3442587875284,733.4988014350737
2017-05-16 00:00:00+00:00,533.1279388609735,2181.3675844748686,1126.7481821846507,720.2152637589255,13639.660126604924,1524.1110131018486,2166.295732808701,720.7778109366609
2017-05-17 00:00:00+00:00,575.3501845881366,2599.4477131137382,1203.1889825150652,792.7622639981688,19265.221432598257,1760.8702573818305,2464.7774602929094,799.8380639182476
2017-05-18 00:00:00+00:00,597.7231770099672,2875.3967587382144,1275.145867585622,857.6936999984243,21318.34464668309,1923.169570079845,2516.8444141694217,882.8093411365999
2017-05-19 00:00:00+00:00,641.9165918447044,3210.924726824178,1348.4202550358139,950.1307703401716,23592.32230857521,2107.558780798166,2603.933291553398,996.4865704643953
2017-05-20 00:00:00+00:00,672.8981203902746,3692.3353351145524,1436.3696631496332,1010.7946733995275,30998.09051010433,2363.381604461622,3062.682140298954,1070.8493030151737
2017-05-21 00:00:00+00:00,706.0815306342006,4465.6632381246245,1441.834778641656,1120.8319652512073,46984.039911835665,2719.6915579036154,3440.9161474944326,1173.9035996730856
2017-05-22 00:00:00+00:00,739.7174710988302,4430.822494718624,1521.8066655766017,1203.064746921898,42864.88634513103,2734.6916634521262,3305.4777507075974,1224.6435443722166
2017-05-23 00:00:00+00:00,788.1162995321341,5086.43742638563,1786.8476659847654,1425.790228127526,48330.49014701019,3117.1238327557903,3983.7523642614074,1323.7273993920473
2017-05-24 00:00:00+00:00,807.1639659371476,5199.626897787283,1989.5353033981348,1549.6793579069258,45830.21257471727,3171.099443055521,4034.0954167105165,1379.6197747500541
2017-05-25 00:00:00+00:00,736.5363932085335,4493.796083508017,1808.5419599441852,1291.9647251344318,40814.371647009466,2742.8308429574085,3422.700377644018,1225.497634078274
2017-05-26 00:00:00+00:00,709.5698820255951,4016.5741492109028,1707.2324678394396,1130.0411015258317,37037.81718219301,2476.6491494407496,3325.6090546772975,1078.2102989358445
2017-05-27 00:00:00+00:00,658.1015976248879,3778.3473742991405,1564.2101996811937,1098.7439844335568,34251.89172969591,2336.5674102283565,2878.4745980399653,1046.9273599450084
2017-05-28 00:00:00+00:00,701.1967470691707,4026.318785595844,1665.4211758921601,1156.9613105045469,36985.863315259005,2486.3784066380417,3115.8152450698553,1101.3862123696579
2017-05-29 00:00:00+00:00,747.5102251704773,4239.0380343313955,1759.0054673715606,1226.4405282400344,38003.68503491755,2615.4560996117516,3252.167065736166,1174.8607806543291
2017-05-30 00:00:00+00:00,763.5839268904512,4095.146319801976,1733.3806713222675,1232.5980056375229,34821.47083839082,2535.6470415640024,3093.0396076952466,1161.8510438391259
2017-05-31 00:00:00+00:00,805.7113286957497,4340.814383771056,1832.1436145969521,1293.2152605002984,37462.80399164084,2694.6886667193235,3376.6486346639404,1207.2726348995302
2017-06-01 00:00:00+00:00,872.73397519,4843.450188506661,1936.5325769635206,1372.8459802690022,43623.14687075631,2994.6578197024246,3939.327658009087,1287.1913065058088
2017-06-02 00:00:00+00:00,888.4165993678112,5546.717150444961,2040.2671541889063,1436.58220444209,58722.759292918025,3333.9825233143993,4341.876323450999,1362.95172139083
2017-06-03 00:00:00+00:00,891.9233932564248,5967.590909959396,2071.3803013924366,1426.009449002884,68859.78205360014,3512.5177934317576,4916.156373225482,1368.678241175954
2017-06-04 00:00:00+00:00,916.6812027593797,6221.12539508117,2078.0862430156817,1463.185441324189,75517.25699492347,3633.416873574547,5012.024624795926,1396.487929028053
2017-06-05 00:00:00+00:00,959.2298642404794,6857.226851230305,2218.292668087594,1631.256828163142,83662.25031272903,3966.743641037546,5427.576310210482,1520.6101600936381
2017-06-06 00:00:00+00:00,1010.4755107439328,7389.571918642198,2340.6796194413546,1732.7090452157797,90993.5061375317,4240.87919340925,6009.968871480751,1589.7165169260409
2017-06-07 00:00:00+00:00,972.9297934761661,7067.835331465108,2236.9013995152445,1701.3627302939306,86679.93928298546,4066.0701908504334,5671.778221911685,1521.883649286447
