datetime,cap_weighted_index,CW_noBTC,ponderated_index,MV,LV,HV,LB,HB,LB_EW,HB_EW,LB_noBTC,HB_noBTC
2014-05-22 00:00:00+00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2014-05-23 00:00:00+00:00,99.57280732698428,104.76182831784794,104.97627117483978,100.0,100.0,100.0,99.50664310242712,110.44589924725247,99.50664310242712,110.44589924725247,100.0,100.0
2014-05-24 00:00:00+00:00,100.57489403792488,105.29578322644059,102.47303967605251,100.0,100.0,100.0,94.17773057535499,111.0933283202493,94.17773057535499,111.0933283202493,100.0,100.0
2014-05-25 00:00:00+00:00,109.01778329474894,110.75840619929713,106.54888004674399,100.0,100.0,100.0,96.16202085772639,117.59005312372364,96.16202085772639,117.59005312372364,100.0,100.0
2014-05-26 00:00:00+00:00,111.04537752086401,108.19367142237091,103.75866565244038,100.0,100.0,100.0,95.45904711169887,112.29096923231481,95.45904711169887,112.29096923231481,100.0,100.0
2014-05-27 00:00:00+00:00,108.73890703032568,105.15677672383387,102.12362868767232,100.0,100.0,100.0,94.38792769784105,110.01197565185706,94.38792769784105,110.01197565185706,100.0,100.0
2014-05-28 00:00:00+00:00,109.66397214245139,101.8666189165572,99.90190035263433,100.0,100.0,100.0,94.64092907878224,104.93041181944616,94.64092907878224,104.93041181944616,100.0,100.0
2014-05-29 00:00:00+00:00,108.11081030616269,102.28732338301323,101.5103063213837,100.0,100.0,100.0,99.63722576969013,102.7696399023376,99.63722576969013,102.7696399023376,100.0,100.0
2014-05-30 00:00:00+00:00,116.69651476803378,105.9780026674499,106.22939705069092,100.0,100.0,100.0,106.38244834694324,105.36763096237742,106.38244834694324,105.36763096237742,104.74685592141893,104.55090092775563
2014-05-31 00:00:00+00:00,118.0910151292935,105.17615214084594,108.40075694503095,100.0,100.0,100.0,107.88959367094249,108.18235308417339,107.88959367094249,108.18235308417339,104.78029361134338,108.79162767827395
2014-06-01 00:00:00+00:00,119.50080897233515,108.47841772139033,106.8278767002178,100.0,100.0,100.0,105.75922318023845,107.17908188599192,105.75922318023845,107.17908188599192,103.54234362963189,106.91986700258286
2014-06-02 00:00:00+00:00,125.0360639418607,110.83215461394704,110.13544821857124,100.0,100.0,100.0,113.36605891768419,106.10701226846271,113.36605891768419,106.10701226846271,109.2720198941491,107.62412962790545
2014-06-03 00:00:00+00:00,126.34885170525698,111.68864377960234,112.89737076020162,100.0,100.0,100.0,119.37067680344089,105.80868042399752,119.37067680344089,105.80868042399752,115.78643560836367,106.60584522996588
2014-06-04 00:00:00+00:00,121.4476571392994,107.46356439207348,109.22576655416572,100.0,100.0,100.0,110.81752084119007,106.50795411283691,110.81752084119007,106.50795411283691,111.26288474640558,103.83674094082104
2014-06-05 00:00:00+00:00,124.66912535253446,108.24554085759831,109.92827893113282,100.0,100.0,100.0,111.34388755703132,107.3721213928156,111.34388755703132,107.3721213928156,115.38616999308955,101.32436382409355
2014-06-06 00:00:00+00:00,123.67459043769003,108.4368136689586,112.51434682771308,100.0,100.0,100.0,112.61462292140632,111.19858298124738,112.61462292140632,111.19858298124738,111.34932982111378,109.63656578634375
2014-06-07 00:00:00+00:00,123.8194055359517,107.314367055035,112.2491947975259,100.0,100.0,100.0,109.76279075752744,113.49045302268081,109.76279075752744,113.49045302268081,111.58920214947783,108.8836426837539
2014-06-08 00:00:00+00:00,124.03991805216974,107.48788717437722,112.57676952917632,100.0,100.0,100.0,107.5427054413488,116.44832896544273,107.5427054413488,116.44832896544273,108.79439362639135,112.24619529647426
