,monthly_returns,volatility,sharpe,excess_returns
Low Vol Before,0.12583312832551716,0.21686830760403225,0.5702233654533813,0.03109469219838984
High Vol Before,0.4039862837077963,0.33458361271595144,1.2009450443275482,0.30924784758066903
Low Vol After,0.09911728020709866,0.21741543326788307,0.4498800900575415,-0.008292642012987642
High Vol After,0.31666269399114944,0.2963289966369105,1.0642100235263474,0.20925277177106313
