,crypto_name,first_date
0,bitcoin,2013-04-28
1,litecoin,2013-04-28
2,namecoin,2013-04-28
3,litecoin,2013-04-28
4,namecoin,2013-04-28
5,feathercoin,2013-05-03
6,primecoin,2013-07-11
7,peercoin,2013-08-01
8,ripple,2013-08-04
9,nxt,2013-12-04
10,dogecoin,2013-12-15
11,omni,2013-12-24
12,vertcoin,2014-01-20
13,digibyte,2014-02-06
14,reddcoin,2014-02-10
15,dash,2014-02-14
16,counterparty,2014-02-15
17,monacoin,2014-03-20
18,gulden,2014-04-08
19,einsteinium,2014-04-09
