datetime,peercoin,namecoin,litecoin,bitcoin,feathercoin,primecoin,ripple,nxt,dogecoin,omni,vertcoin,digibyte,reddcoin,dash,counterparty,monacoin,gulden,einsteinium,groestlcoin,maidsafecoin
2014-04-29 00:00:00+00:00,0.027444353242238595,0.03765943626486101,0.02648019660287604,0.015726177362390237,0.04277827859652161,-0.020334261838440226,0.043399321630189114,-0.029143831389954133,0.029716652272302913,0.025816805958515765,0.02637133447767992,0.8107096049421456,1.6730614902412069,-0.01993170381020848,0.018972121934935915,0.00021652025773044592,-0.13190846040188442,-0.023689156456978555,1.0912273368514551,-0.07557003257328998
2014-04-30 00:00:00+00:00,0.026166151301258322,0.02195675988409862,0.04828660436137078,0.0009749356564827671,0.0068776163006945,-0.006813705119413482,0.0004047140797605042,0.03568721427865218,0.012797503557107959,-0.03467299163384141,0.02747324367228554,0.3884396649783428,0.01560862595376622,-0.059403519710501174,-0.07139676602674205,0.027601546238477548,0.016754970720234796,0.06426806670784435,0.07653135391492372,-0.08351529014891557
2014-05-01 00:00:00+00:00,0.0168481695533107,0.0372020287797159,0.017940674701447445,0.02259603033653912,0.015588899038203152,0.023698088374930926,0.009166700845267828,0.04808597106113721,0.0066810878120036055,0.005214753269469741,0.01839513752177635,-0.01802555929577876,-0.34819359426635244,-0.015382615759545026,0.07004288199915054,0.01643139233942459,0.07687809674109625,0.0411189460549608,-0.16852548116077792,-0.11353838396571292
2014-05-02 00:00:00+00:00,-0.04762183560693767,-0.054913294797687806,-0.05372042313167902,-0.018313089828731144,-0.056299558888690426,-0.03127598053792768,-0.018135466410500345,0.0031748923269097062,-0.04418352944907866,-0.04758926896379201,-0.04391479308895074,-0.12752435239762294,-0.23025482612267245,-0.1101988013834253,-0.16490938306221858,-0.015336752635079054,-0.06703018682955009,-0.039773677462511925,0.10495478121415736,0.019168693030729544
2014-05-03 00:00:00+00:00,-0.01796024911688332,-0.026135901004535222,-0.018272709960007627,-0.02584689470088586,-0.033391498944142284,-0.029622266141894782,-0.05478289664307301,-0.0078040217734369755,-0.04133561466272617,-0.04671843329812453,-0.05937535990618892,-0.18225881600267035,0.23811773599168462,-0.11312791146188761,-0.10119052182112287,-0.05658483330326458,-0.0060776262235408,-0.04269832515746985,-0.08855079286706702,-0.04853427467176408
2014-05-04 00:00:00+00:00,0.006857065811459506,0.01994448792296377,0.0010087196050474478,-0.0031044266062379977,-0.0017267066785727758,-0.017420463020049404,9.554501464026366e-05,-0.015491141071786396,0.012902276719654493,-0.03152504304858883,0.023805283466904248,-0.09181747057622969,-0.020502713792530658,0.29670210185595614,-0.04872619342072715,-0.14540622441024031,-0.09696346283634216,-0.07365069739235908,-0.11606355477391506,-0.06942845620852722
2014-05-05 00:00:00+00:00,-0.01636114073641881,-0.034867317370748885,-0.013516786977375128,-0.0066933545369761704,-0.04091348144059603,-0.014542669686171572,0.03785609509005239,-0.005931014336235441,-0.029864931825171803,-0.03297175616423098,-0.05260277745564179,-0.014471651294536203,-0.015276097239027675,0.08034959847776313,0.22133161188516515,0.05355308833232919,-0.1487505254263305,-0.035257983917602265,-0.19289269202045467,0.05008824734470041
2014-05-06 00:00:00+00:00,-0.010093741491306374,-0.0003456653564304357,0.014615460170906758,-0.01042719190185526,-0.018384389864669615,-0.007697697502870859,0.14539485165375732,-0.004416917864028425,0.0050393527434642316,0.033948870449422186,-0.022575335059795143,-0.022669941424899864,-0.0018710641328176791,-0.039004847992739844,-0.09992658934077225,-0.003962019077598411,0.11686884654665075,-0.032588227976227624,0.09287270749529397,0.0022360117953372782
2014-05-07 00:00:00+00:00,0.007102300634589831,0.012265483753050477,0.0176382892214757,0.022983387805912914,0.02115095334216166,0.023793412154352378,0.06339397085045984,0.0411316687462826,0.035418409950195295,0.04566231227887885,0.04517075028895401,0.04518123532642759,0.027223255879020414,0.013494119620524492,-0.04471160120057427,-0.02062430628079004,0.18061691956687076,-0.02602875847556696,-0.1366368501331403,0.11798219673432109
2014-05-08 00:00:00+00:00,0.011641517347665387,-0.023033266478301506,-0.006269025875190404,0.003071867572426834,-0.005837019242270203,-0.0024522683482219865,-0.0427283949062236,0.11659564597329841,-0.004336944632873263,0.022714030941952013,-0.011468027319566976,-0.03951688664415731,0.1992264636587724,0.012260085452795666,0.1747007496200672,0.008767914068300797,-0.14487563409930093,-0.13760675040659676,0.020878405186288473,-0.023866604165271532
2014-05-09 00:00:00+00:00,0.04929879621460853,0.03769211941998307,0.02902518643321428,0.021110073630810078,0.06810873791326033,0.009196663740122846,-0.0027928090922547666,0.19930829925482518,0.049325057953861995,-0.02101232804217512,0.08294486335789575,-0.01224064883234477,0.19270632234814933,0.34785110003572917,0.23172078960374454,-0.028526837475337574,0.17726441842772722,0.2636779913429552,-0.001954213474906874,-0.0509789662884349
2014-05-10 00:00:00+00:00,-0.013434104431324867,0.0070277789811645786,-0.0013303191835747352,0.011062138873005667,-0.07900078730447813,-0.03652754518367085,-0.01452765334195405,-0.013453216871373241,-0.03188031920817569,-0.019909550380910468,0.10163019652834127,-0.06763824958164455,0.1361613802121353,0.1542107722444872,0.07074408449873126,0.023260318455009088,-0.08206236978786452,-0.14622111593277087,-0.19085562302772474,0.016619076878591876
