datetime,bitcoin,litecoin,ripple,nxt,dogecoin,digibyte,dash,monero,bitshares,stellar,verge,nem,ethereum,siacoin,decred,lisk,steem,digixdao,bytecoin-bcn,augur
2016-05-15 00:00:00+00:00,0.004163091353191151,0.013216562097892348,-0.0020927253507908583,-0.01843716688841701,-0.002225314136578116,-0.010496244584444758,0.007702563009845065,-0.017966491634829107,-0.009440420855402976,-0.0107228070175438,-0.0028543647540425487,0.02432635773399827,-0.027085754465462686,0.08806693489392825,0.008892996197372938,0.005762500576007579,-0.004076188244816259,-0.16003296250515042,0.03304117364088244,-1.0
2016-08-22 00:00:00+00:00,0.0093668072691242,0.011670590057730523,-0.00851826759422969,-0.10852658423607964,-0.010994800573491559,-0.06538559315697379,0.059337955714605206,0.5728214671534573,0.0061699425795054275,0.005985293578125939,-0.23123036536558084,-0.01753767445978338,-0.005215042221268007,-0.02666160858786737,-0.015963745527398876,-0.0718497642926692,-0.06190868680037476,0.006856914388525093,0.013669200350817867,0.0
2016-08-23 00:00:00+00:00,-0.005688935548689322,0.07477455800243904,0.0032099197520061296,-0.06206396136796766,-0.0074579290710774515,0.006614548165558842,-0.05564118263905016,0.18202350841394677,-0.06738287948418964,-0.021615792188305893,-0.004136834621779051,-0.10551613936221393,-0.008119846415308163,-0.05145475176940173,-0.03308940709662733,-0.05404872036339459,-0.13118508895113512,0.018574222434007304,-0.0061400096767766366,0.04860571099290234
2016-08-24 00:00:00+00:00,-0.005541509902899255,-0.01925342112024997,0.005332748558413591,-0.04347806756240058,0.016101359377062252,-0.004959308240082949,-0.010634730181915741,-0.061704988399563954,-0.015522234378016586,0.0056231828492923075,-0.013400786958965738,0.03699492678012439,0.000489547259441947,-0.028152345814813073,0.0263844787686347,-0.03753737816639269,-0.023925181945476992,0.020993742812031035,-0.005807571224840213,0.0455087107670793
2016-08-25 00:00:00+00:00,-0.0041728285262211395,-0.013743012412290367,0.004562497624559736,0.14591031844528435,-0.006671862146599095,0.029910543131319356,-0.07260688782427915,-0.06265510647819583,0.07576252794519478,-0.007905745300503031,0.004170559948950547,0.017752557145434444,0.02912287060529173,-0.02810465863949052,-0.007163924755849815,-0.017698172760633457,-0.1363370702938207,-0.026576043376990266,-0.10976136662589253,0.0015448088769993706
2016-08-26 00:00:00+00:00,0.0032712488381874127,0.006393885436091429,-0.008050507310268684,-0.06818642761530047,0.0076363493712652275,0.015119648097480676,0.0348124142076236,0.00788007243493749,-0.01489093522781737,0.007920707526273496,-0.0040397621533294625,-0.001498320142775067,-0.005458995896948204,0.06600945711107231,-0.004264673844874056,0.03400164917483184,-0.04641033528145189,0.045600753147923,0.08243133059245289,0.18232605383443357
2016-08-27 00:00:00+00:00,-0.016741108011544825,-0.023419001771909698,-0.009197072060867062,0.005524116315514416,-0.03050856255446177,-0.055021452407436944,-0.013186502672621447,0.2684474323241264,-0.046863737220462665,-0.013900583030168279,-0.01711329869656375,-0.024990696134030266,-0.013031853674947413,-0.04496753419271182,-0.02175945263241641,-0.0262416976794686,-0.06763394105174425,-0.062252630789143004,-0.0846769613381877,-0.016704849179075887
2016-08-28 00:00:00+00:00,0.006956787210038895,0.0008188890405349536,-0.0019917251352364884,-0.04567317058388054,0.023049328954436676,-0.03490917792847403,-0.012440046769485291,0.7941670187403809,-0.014947672053548411,-0.029293938222279547,0.006051051399160956,0.040937495075629604,-0.01963545684505119,-0.015197913374786931,0.01970870693803417,-0.006463271622738631,-0.09574414104394469,0.18167315933969763,0.004515360717232575,-0.21073601268485265
2016-08-29 00:00:00+00:00,0.0003397733450423157,0.005264945198043769,0.028213160886962907,0.03231733041793872,-0.017135206328563912,0.019531825919125057,-0.05890833527976225,-0.10690846704294232,0.3712645663142722,0.012502696931307122,0.31822947872977814,-0.019757114983516177,0.004986595664864257,0.013335321993450888,-0.01310673481459812,0.03708920914536917,0.3499874380030379,-0.06800734665549435,0.11999913306386079,0.17685586162716205
2016-08-30 00:00:00+00:00,0.005915273633660734,0.011847257096650576,-0.017106368403454586,0.08027227624877509,0.035049808089099965,0.005784431334198814,0.007146219350421479,-0.000547344730659316,-0.11742562167874482,0.010982346288130884,0.10533055377098322,0.00674360901481541,0.02231468162202499,-0.006056956802925839,-0.007165706973768393,-0.053222532352194984,-0.11486103501048617,-0.06377935594020734,0.011916510888958287,-0.1451344313124363
